-5.5,-1
-5.4,-0.815267667
-5.3,-0.7313316202
-5.2,-0.663497975
-5.1,-0.6358779178
-5,-0.5960346877
-4.9,-0.5342289052
-4.8,-0.4974393969
-4.7,-0.432466687
-4.6,-0.3710532542
-4.5,-0.3198313425
-4.4,-0.2438674367
-4.3,-0.1262501633
-4.2,-0.0612996854
-4.1,0.0708984478
-4,0.1533316366
-3.9,0.2461224226
-3.8,0.3557491936
-3.7,0.4615751217
-3.6,0.5707968135
-3.5,0.6805872477
-3.4,0.8053262479
-3.3,0.9105671412
-3.2,1.0540757958
-3.1,1.2191898969
-3,1.413696936
-2.9,1.601150768
-2.8,1.8213085367
-2.7,2.1042849912
-2.6,2.3692735696
-2.5,2.7100960675
-2.4,3.0113873417
-2.3,3.3226237739
-2.2,3.5934738906
-2.1,3.8271215737
-2,4.0025124892
-1.9,4.1413092309
-1.8,4.2559832812
-1.7,4.4305656769
-1.6,4.6220239798
-1.5,4.8466006925
-1.4,5.147485982
-1.3,5.5158787871
-1.2,5.936983659
-1.1,6.3826754776
-1,6.8654418307
-0.899999999999999,7.3339570307
-0.799999999999997,7.845155961
-0.699999999999999,8.3579118725
-0.599999999999998,8.8050236113
-0.5,9.611008329
-0.399999999999999,10.1330735064
-0.299999999999997,10.5963427738
-0.199999999999999,11.1012267539
-0.0999999999999979,11.4250737774
0,11.6024178181
0.100000000000001,11.8208663297
0.200000000000003,12.0058818374
0.300000000000001,12.3455719665
0.400000000000002,12.6717483567
0.5,13.0858156696
0.600000000000001,13.5550566692
0.700000000000003,14.1794127194
0.800000000000001,14.7853095845
0.900000000000002,15.4551145172
1,16.1205985977
1.1,16.7764216901
1.2,17.4152796074
1.3,17.9548408357
1.4,18.463764541
1.5,18.8788672464
1.6,19.3831647867
1.7,19.7947428082
1.8,20.1944884768
1.9,20.6908642938
2,21.0955532208
2.1,21.5223003418
2.2,21.9440034822
2.3,22.2016153711
2.4,22.6149170761
2.5,22.9372770523
2.6,23.2422605241
2.7,23.5072048205
2.8,23.7191510546
2.9,23.8530558969
3,23.972101198
3.1,23.8368240481
3.2,23.5526519595
3.3,23.1248050306
3.4,22.6576402495
3.5,22.175192117
3.6,21.781527414
3.7,21.4822557787
3.8,21.3719270573
3.9,21.3720620963
4,21.534359567
4.1,21.7628224926
4.2,21.9934870569
4.3,22.2258806571
4.4,22.5038860725
4.5,22.7231681464
4.6,22.7607592082
4.7,22.6132384739
4.8,22.5352008092
4.9,22.3194902298
5,22.0300567801
5.1,21.7289514518
5.2,21.5956384825
5.3,21.4176944416
5.4,21.0927252771
5.5,20.4986514239
5.6,20.3375646846
5.7,19.9006097068
5.8,17.6062193589
5.9,17.725295697
6,17.7316738846
6.1,NaN
6.2,NaN
6.3,NaN
6.4,NaN
6.5,NaN
6.6,NaN
6.7,NaN
6.8,NaN
6.9,NaN
7,NaN
7.1,NaN
7.2,NaN
7.3,NaN
7.4,NaN
7.5,NaN
7.6,NaN
7.7,NaN
7.8,NaN
7.9,NaN
8,NaN
8.1,NaN
8.2,NaN
8.3,NaN
8.4,NaN
8.5,NaN
8.6,NaN
8.7,NaN
8.8,NaN
8.9,NaN
9,NaN
9.1,NaN
9.2,NaN
9.3,NaN
9.4,NaN
9.5,NaN
9.6,NaN
9.7,NaN
9.8,NaN
9.9,NaN
10,NaN
10.1,NaN
10.2,NaN
10.3,NaN
10.4,NaN
10.5,NaN
10.6,NaN
10.7,NaN
10.8,NaN
10.9,NaN
11,NaN
11.1,NaN
11.2,NaN
11.3,NaN
11.4,NaN
11.5,NaN
11.6,NaN
11.7,NaN
11.8,NaN
11.9,NaN
12,NaN
12.1,NaN
12.2,NaN
12.3,NaN
12.4,NaN
12.5,NaN
12.6,NaN
12.7,NaN
12.8,NaN
12.9,NaN
13,NaN
13.1,NaN
13.2,NaN
13.3,NaN
13.4,NaN
13.5,NaN
13.6,NaN
13.7,NaN
13.8,17.8842609773
13.9,17.2891040227
14,16.8370082689
14.1,16.4482916449
14.2,16.1155755739
14.3,15.8028208993
14.4,15.5079438567
14.5,15.2251048717
14.6,14.8365169289
14.7,14.3811312721
14.8,13.8539626148
14.9,12.709446822
15,-Inf
