-5,-1
-4.9,-0.8039571064
-4.8,-0.7243584354
-4.7,-0.6413686051
-4.6,-0.609055461
-4.5,-0.5338080639
-4.4,-0.5130733904
-4.3,-0.4412178054
-4.2,-0.3518154658
-4.1,-0.3082257455
-4,-0.2443563995
-3.9,-0.1549950556
-3.8,-0.1104161132
-3.7,-0.0272209794
-3.6,0.0281740635
-3.5,0.1093422205
-3.4,0.1848818255
-3.3,0.2427322652
-3.2,0.2628610094
-3.1,0.3271870387
-3,0.393482329
-2.9,0.4440000563
-2.8,0.4896285732
-2.7,0.540302057
-2.6,0.5526661174
-2.5,0.6098195579
-2.4,0.6584754115
-2.3,0.7041324707
-2.2,0.7328544593
-2.1,0.7809070198
-2,0.8127073894
-1.9,0.8450940523
-1.8,0.8621663616
-1.7,0.904379275
-1.6,0.9477655044
-1.5,1.0184665633
-1.4,1.1158085832
-1.3,1.2218670519
-1.2,1.3278765433
-1.1,1.4368277565
-1,1.5611558272
-0.899999999999999,1.626571469
-0.799999999999997,1.6831545246
-0.699999999999999,1.7537168626
-0.599999999999998,1.784981418
-0.5,1.8199346146
-0.399999999999999,1.8818990051
-0.299999999999997,1.9553122891
-0.199999999999999,2.014951799
-0.0999999999999979,2.0886663426
0,2.151785624
0.100000000000001,2.2617612945
0.200000000000003,2.3226629066
0.300000000000001,2.4110033421
0.400000000000002,2.5006074972
0.5,2.5752524018
0.600000000000001,2.6842609692
0.700000000000003,2.7887626701
0.800000000000001,2.9348162518
0.900000000000002,3.0981034608
1,3.2380194903
1.1,3.4229700885
1.2,3.6067269815
1.3,3.8285659355
1.4,4.0045818302
1.5,4.211450519
1.6,4.3843621439
1.7,4.5736369322
1.8,4.7460616442
1.9,4.8721126282
2,4.9779397505
2.1,5.1603149427
2.2,5.277312234
2.3,5.4310852744
2.4,5.6151081452
2.5,5.80518113
2.6,6.0601174117
2.7,6.3226845062
2.8,6.6088751846
2.9,6.8801097816
3,7.2195708681
3.1,7.5365243618
3.2,7.7782611949
3.3,8.0176345508
3.4,8.2196584317
3.5,8.3937544638
3.6,8.5646885389
3.7,8.6317093339
3.8,8.7273111078
3.9,8.7757964984
4,8.7516680426
4.1,8.6782434275
4.2,8.6182433705
4.3,8.4965425531
4.4,8.3495788269
4.5,8.2340986803
4.6,8.0990689101
4.7,7.9918337299
4.8,7.9037143787
4.9,7.8939268245
5,7.8667730231
5.1,7.8846694434
5.2,7.9371949928
5.3,8.0259465416
5.4,8.1061177884
5.5,8.235973533
5.6,8.341420342
5.7,8.4411068875
5.8,8.5599677734
5.9,8.6270152388
6,8.6895614488
6.1,8.7619369989
6.2,8.8142986028
6.3,8.8503171292
6.4,8.8926284868
6.5,8.9251293569
6.6,8.9747306532
6.7,9.0081481341
6.8,9.0694969653
6.9,9.146263597
7,9.2265914348
7.1,9.298342229
7.2,9.3922652169
7.3,9.500834784
7.4,9.6060707129
7.5,9.7190823988
7.6,9.7716701262
7.7,9.8853340224
7.8,9.9153609819
7.9,10.0064729789
8,10.0986469873
8.1,10.1804783114
8.2,10.3189183445
8.3,10.392055827
8.4,10.4719559584
8.5,10.5012523112
8.6,10.4494105516
8.7,10.4010823807
8.8,10.3689820924
8.9,10.2811491358
9,10.2397437033
9.1,10.1682493859
9.2,10.1360503818
9.3,10.1081783943
9.4,10.1072283518
9.5,10.0953970725
9.6,10.0724409126
9.7,10.0722326957
9.8,10.0441968967
9.9,10.0046500218
10,10.0042310582
10.1,9.9628662655
10.2,9.9495801567
10.3,9.8834155422
10.4,9.8930192317
10.5,9.8590000879
10.6,9.8829299078
10.7,9.8107372581
10.8,9.7812916656
10.9,9.7317825461
11,9.7061019987
11.1,9.6086905374
11.2,9.5735455998
11.3,9.4689803403
11.4,9.3828615377
11.5,9.3336742584
11.6,9.2801212011
11.7,9.1994018068
11.8,9.161806584
11.9,9.1080770544
12,9.0670833485
12.1,9.0014689651
12.2,8.9477317414
12.3,8.9207259922
12.4,8.8125541009
12.5,8.7739699785
12.6,8.7251539298
12.7,8.712540073
12.8,8.6668200448
12.9,8.6607510408
13,8.6105377999
13.1,8.5510616459
13.2,8.53295781
13.3,8.4407132715
13.4,8.3597877861
13.5,8.3312511876
13.6,8.2792034775
13.7,8.2606905502
13.8,8.2208359682
13.9,8.2123617346
